(64.49539638018004, 60.0)
(71.61843660170142, 56.0)
(66.64586440553555, 54.0)
(79.00129936878866, 59.0)
(69.68260459224817, 15.0)
(67.3411207824055, 55.0)
(68.901083022384, 63.0)
(70.6284408154346, 73.0)
(70.19814181704686, 80.0)
(66.79580152669213, 52.0)
(70.70546330917944, 73.0)
(70.41072389978257, 76.0)
(67.09772970217185, 74.0)
(68.0548625577742, 68.0)
(66.16524404456784, 55.0)
(66.33777443055625, 69.0)
(81.53585289628502, 100.0)
(65.80272484067554, 59.0)
(68.71314813764664, 46.0)
(101.33371468845473, 48.0)
(64.76959645791162, 65.0)
(72.92679202878017, 54.0)
(67.2979881859084, 88.0)
(66.50516998362833, 58.0)
(67.72212538479656, 71.0)
(64.41734691985195, 69.0)
(69.95064287048015, 71.0)
(65.12903476205413, 48.0)
(64.33621655977407, 65.0)
(67.27334098791005, 85.0)
(67.93162656778249, 71.0)
(74.82565324123591, 79.0)
(75.29189607003792, 91.0)
(68.86308525880322, 72.0)
(65.76061921076169, 72.0)
(68.56526494965658, 73.0)
(64.06098951545923, 84.0)
(66.45587558763165, 52.0)
(65.66305738535158, 49.0)
(70.79789030167322, 69.0)
(63.80835573597621, 58.0)
(75.04542409005448, 55.0)
(70.95501618891267, 82.0)
(68.61353237907, 63.0)
(65.35804831012209, 48.0)
(66.1518934789854, 56.0)
(64.8363492858238, 35.0)
(64.56933797417507, 58.0)
(67.1480510647518, 72.0)
(65.30259211462581, 51.0)
(64.77062342449489, 53.0)
(67.23945109066233, 58.0)
(78.18486093509352, 72.0)
(81.99079909267112, 96.0)
(76.16789856556238, 46.0)
(67.90492543661762, 85.0)
(78.37895761933049, 84.0)
(66.05946648649162, 49.0)
(61.39293033213851, 18.0)
(66.30388453330852, 58.0)
(67.72931415087942, 82.0)
(66.10259908298872, 33.0)
(81.22981685447226, 97.0)
(78.7784476202203, 89.0)
(73.15683254343138, 93.0)
(64.27870643111127, 78.0)
(68.46975705741299, 83.0)
(67.44895227364825, 71.0)
(66.70953633369794, 55.0)
(68.71212117106337, 60.0)
(65.63019445468713, 81.0)
(60.73464475226608, 63.0)
(62.71874419113276, 49.0)
(67.49516576989514, 64.0)
(67.84946924112134, 83.0)
(64.80040545540955, 52.0)
(76.48625820637433, 91.0)
(84.76258190090154, 74.0)
(65.7637001105115, 79.0)
(63.95623892396627, 67.0)
(65.36626404278819, 62.0)
(79.0752409627837, 67.0)
(66.89233638551899, 55.0)
(73.62923717173297, 75.0)
(66.90465998451816, 118.0)
(70.61098238351912, 74.0)
(65.6106820896051, 64.0)
(69.31392358885627, 24.0)
(67.5598646646408, 66.0)
(76.014880544656, 47.0)
(66.51133178312791, 67.0)
(60.64837955927187, 58.0)
(71.8864748799334, 74.0)
(73.11780781326733, 47.0)
(75.7242490015922, 52.0)
(67.2199387255803, 73.0)
(68.73779533564498, 58.0)
(65.7257023469307, 63.0)
(63.72722537589833, 21.0)
(79.03929713236946, 87.0)
(70.513420558109, 79.0)
(65.7257023469307, 74.0)
(71.83615351735345, 77.0)
(68.8497346932208, 67.0)
(67.4243050756499, 75.0)
(76.05185134165352, 91.0)
(75.55377254877033, 93.0)
(68.72957960297886, 96.0)
(65.44842136944933, 100.0)
(70.13755078863426, 83.0)
(69.76578888549257, 43.0)
(67.47976127114617, 75.0)
(67.34728258190508, 72.0)
(65.94752712891581, 77.0)
(68.89697515605096, 78.0)
(66.301830600142, 64.0)
(67.33701291607244, 80.0)
(65.97936309299699, 76.0)
(66.90979481743447, 72.0)
(72.75939647570809, 95.0)
(73.26466403467413, 69.0)
(73.23796290350927, 84.0)
(62.77420038662903, 37.0)
(66.93649594859934, 76.0)
(92.28716605647926, 99.0)
(64.86921221648826, 45.0)
(64.83840321899032, 42.0)
(67.20042636049828, 55.0)
(65.63430232102019, 75.0)
(75.67084673926246, 91.0)
(68.9873482153782, 75.0)
(69.0366426113749, 64.0)
(82.09452271758082, 85.0)
(63.587557920574376, 51.0)
(65.85510013642201, 63.0)
(65.62197872202101, 46.0)
(66.20734967448168, 54.0)
(67.87000857278662, 72.0)
(90.62964199109064, 98.0)
(77.29140000765356, 94.0)
(65.30053818145927, 56.0)
(71.53217140870721, 81.0)
(70.96939372107836, 82.0)
(73.39406182416545, 87.0)
(65.44534046969954, 61.0)
(63.94186139180057, 60.0)
(65.3056730143756, 54.0)
(64.1195266107053, 87.0)
(68.5385638184917, 42.0)
(68.61558631223653, 77.0)
(75.02385779180592, 83.0)
(67.09875666875512, 67.0)
(88.10535812942692, 97.0)
(73.22358537134356, 78.0)
(62.58318460214187, 38.0)
(67.1593476971677, 54.0)
(68.39478849683469, 82.0)
(64.0733131144584, 70.0)
(73.62718323856645, 59.0)
(68.52521325290927, 81.0)
(66.69413183494896, 64.0)
(67.96243556528042, 86.0)
(64.40399635426952, 63.0)
(71.07517127915459, 44.0)
(66.93752291518261, 82.0)
(89.41576748967222, 96.0)
(65.57473825919085, 67.0)
(67.1049184682547, 53.0)
(72.0220344689243, 94.0)
(66.42198569038392, 22.0)
(61.2491550104815, 69.0)
(67.59888939480484, 57.0)
(65.33032021237395, 68.0)
(62.7146363247997, 62.0)
(72.33936714315297, 80.0)
(65.0550931680591, 83.0)
(70.16938675271545, 60.0)
(65.27281008371114, 51.0)
(63.70155121131672, 62.0)
(66.14265077973603, 54.0)
(71.47568824662767, 82.0)
(66.2412395717294, 65.0)
(64.12876930995468, 29.0)
(65.84585743717264, 74.0)
(65.39399214053633, 52.0)
(75.77354339758888, 72.0)
(65.74521471201273, 55.0)
(81.58925515861478, 95.0)
(65.52955172952721, 76.0)
(73.48854274982575, 83.0)
(63.269198279762435, 36.0)
(68.41019299558366, 69.0)
(67.47873430456292, 66.0)
(68.40711209583387, 72.0)
(77.33864047048372, 77.0)
(67.55267589855795, 64.0)
(62.922083574619094, 47.0)
(63.24660501493062, 76.0)
(66.01325299024472, 39.0)
(66.92006448326713, 60.0)
(78.05751707876875, 83.0)
(62.1734249354194, 100.0)
(68.53445595215864, 65.0)
(67.69542425363169, 80.0)
(67.31133875149084, 96.0)
(77.14762468599656, 91.0)
(68.75628073414374, 65.0)
(71.58660063762022, 69.0)
(64.61657843700523, 70.0)
(67.00324877651153, 64.0)
(64.43685928493397, 38.0)
(64.39578062160341, 73.0)
(70.77427007025814, 73.0)
(98.73240833304618, 100.0)
(83.15332526492634, 100.0)
(64.81991782049157, 52.0)
(66.02763052241042, 63.0)
(71.63076020070059, 79.0)
(71.00020271857629, 79.0)
(73.41973598874705, 79.0)
(70.8851824612507, 60.0)
(73.92397658112984, 72.0)
(72.84771560186881, 72.0)
(67.88335913836906, 72.0)
(65.98039005958026, 67.0)
(65.86331586908813, 44.0)
(67.46846463873027, 47.0)
(66.70132060103182, 21.0)
(62.9364611067848, 84.0)
(67.09464880242206, 75.0)
(65.52955172952721, 52.0)
(71.86901644801792, 56.0)
(67.88849397128538, 83.0)
(66.93752291518261, 69.0)
(65.25843255154544, 95.0)
(64.75521892574592, 34.0)
(69.29749212352404, 66.0)
(70.50006999252656, 75.0)
(60.22835022671676, 54.0)
(65.93212263016684, 75.0)
(67.67591188854966, 89.0)
(118.59804991971133, 90.0)
(66.65510710478492, 56.0)
(70.84821166425317, 80.0)
(63.97575128904829, 68.0)
(65.43712473703343, 62.0)
(72.4194705366476, 88.0)
(66.77731612819338, 51.0)
(66.97860157851319, 87.0)
(66.66537677061757, 65.0)
(71.57633097178758, 79.0)
(66.1518934789854, 52.0)
(68.96578191712966, 84.0)
(75.70370966992691, 92.0)
(67.1768061290832, 75.0)
(74.54529136400475, 77.0)
(62.203206966334065, 57.0)
(63.23222748276492, 60.0)
(72.29007274715629, 77.0)
(67.13161959941957, 94.0)
(67.12443083333672, 85.0)
(74.97456339580924, 91.0)
(66.70132060103182, 66.0)
(68.34960196717107, 58.0)
(65.4319899041171, 56.0)
(72.14424349233275, 69.0)
(66.4774418858802, 61.0)
(62.31411935732661, 53.0)
(62.943649872867645, 100.0)
(67.23328929116275, 81.0)
(67.24458592357865, 92.0)
(65.81710237284123, 70.0)
(64.79527062249323, 59.0)
(70.2022496833799, 80.0)
(72.04051986742306, 84.0)
(69.76886978524237, 53.0)
(72.96581675894421, 65.0)
(66.87590492018676, 77.0)
(66.58321944395642, 72.0)
(68.49132335566154, 70.0)
(73.42384385508011, 77.0)
(68.75833466731027, 59.0)
(62.600643034057356, 55.0)
(66.06049345307488, 64.0)
(71.24359379880994, 79.0)
(72.1976457546625, 70.0)
(62.914894808536246, 59.0)
(68.42046266141631, 96.0)
(68.69774363889768, 69.0)
(69.169121300616, 77.0)
(64.62068630333829, 50.0)
(72.73988411062606, 90.0)
(71.41304328504856, 77.0)
(71.87004341460118, 68.0)
(68.1555052829341, 55.0)
(66.78963972719255, 51.0)
(64.60733573775586, 61.0)
(67.92854566803268, 66.0)
(94.73956225731447, 94.0)
(64.59912000508974, 52.0)
(63.92440295988508, 32.0)
(67.89773667053475, 48.0)
(67.25280165624477, 91.0)
(65.513120264195, 78.0)
(64.27973339769454, 82.0)
(69.10750330562014, 80.0)
(67.08951396950573, 89.0)
(64.03634231746089, 49.0)
(65.7144057145148, 64.0)
(66.74034533119587, 75.0)
(70.01944963155886, 58.0)
(65.1156841964717, 67.0)
(63.27227917951223, 61.0)
(63.4602140642496, 27.0)
(69.42072811351576, 56.0)
(69.13831230311807, 54.0)
(69.70211695733019, 15.0)
(68.65974587531689, 74.0)
(67.6492107573848, 83.0)
(66.03379232191, 56.0)
(64.08358278029105, 60.0)
(78.89141394437938, 84.0)
(62.19704516683448, 44.0)
(64.38653792235402, 78.0)
(64.4532907502662, 64.0)
(64.37626825652139, 21.0)
(69.1116111719532, 80.0)
(65.47820340036401, 88.0)
(70.79070153559037, 72.0)
(64.85894255065561, 81.0)
(64.52004357817839, 58.0)
(69.89929454131693, 83.0)
(67.63380625863583, 73.0)
(66.82044872469048, 71.0)
(68.30133453775764, 61.0)
(83.13278593326106, 71.0)
(62.54107897222803, 83.0)
(66.76396556261095, 65.0)
(68.73574140247845, 52.0)
(70.58325428577098, 76.0)
(69.46899554292918, 74.0)
(71.47568824662767, 46.0)
(63.20141848526699, 58.0)
(63.40783876850312, 68.0)
(86.95823645592068, 92.0)
(68.79633243089104, 63.0)
(63.937753525467514, 33.0)
(77.02130779625504, 83.0)
(75.89780635416386, 79.0)
(67.28566458690922, 67.0)
(68.46770312424647, 83.0)
(72.11548842800136, 75.0)
(62.82657568237551, 50.0)
(63.917214193802224, 45.0)
(67.44381744073192, 87.0)
(63.3883264034211, 65.0)
(65.09411789822315, 37.0)
(69.72060235582894, 62.0)
(68.32392780258945, 83.0)
(67.39246911156872, 69.0)
(69.49569667409405, 42.0)
(77.50090119063948, 66.0)
(65.4638258681983, 48.0)
(67.47257250506333, 68.0)
(67.22610052507989, 39.0)
(65.25329771862911, 31.0)
(62.7146363247997, 61.0)
(75.35967586453336, 73.0)
(66.64586440553555, 54.0)
(66.64278350578576, 66.0)
(72.88982123178266, 62.0)
(66.29464183405915, 85.0)
(89.25966856901603, 99.0)
(68.59710091373776, 96.0)
(68.71006723789684, 58.0)
(65.19270669021653, 80.0)
(69.83151474682148, 86.0)
(69.03869654454142, 74.0)
(76.86726280876539, 68.0)
(75.87932095566511, 68.0)
(71.90701421159869, 84.0)
(76.83953471101725, 70.0)
(72.62383688671719, 77.0)
(71.302130894056, 70.0)
(70.79172850217364, 64.0)
(65.94650016233254, 81.0)
(68.07848278918928, 72.0)
(65.85920800275507, 79.0)
(64.07742098079146, 68.0)
(68.31160420359028, 61.0)
(71.6276793009508, 90.0)
(68.2160963113467, 81.0)
(67.07205553759024, 82.0)
(65.7000281823491, 70.0)
(66.32134296522402, 97.0)
(65.43917867019996, 48.0)
(66.5524104464585, 69.0)
(68.236635643012, 70.0)
(65.95266196183212, 67.0)
(63.685119745984494, 85.0)
(68.75936163389353, 83.0)
(67.71904448504677, 76.0)
(77.95482042044232, 67.0)
(70.02869233080824, 98.0)
(62.73928352279805, 78.0)
(68.10723785352069, 75.0)
(70.4096969331993, 84.0)
(70.66849251218191, 83.0)
(67.47154553848006, 53.0)
(66.733156565113, 88.0)
(67.97270523111305, 55.0)
(67.07000160442371, 98.0)
(70.25462497912639, 60.0)
(67.58759276238894, 61.0)
(71.31342752647191, 100.0)
(76.08163337256818, 83.0)
(66.8399610897725, 55.0)
(68.76141556706006, 52.0)
(80.4452143848583, 73.0)
(69.68363155883142, 66.0)
(68.86924705830282, 89.0)
(71.09160274448682, 64.0)
(68.40197726291754, 71.0)
(65.17832915805081, 58.0)
(67.65126469055133, 100.0)
(67.5711612970567, 47.0)
(75.53015231735525, 79.0)
(66.70337453419835, 70.0)
(65.16703252563491, 48.0)
(75.29497696978771, 81.0)
(82.25986433748638, 90.0)
(66.73623746486281, 43.0)
(72.28904578057302, 72.0)
(61.236831411482335, 71.0)
(63.143908356604186, 36.0)
(65.63430232102019, 52.0)
(72.17607945641394, 67.0)
(63.95007712446669, 89.0)
(70.06360919463923, 65.0)
(68.68747397306502, 49.0)
(69.079775207872, 78.0)
(75.33605563311828, 64.0)
(67.69645122021495, 66.0)
(75.34940619870072, 85.0)
(67.56397253097386, 40.0)
(70.46412616211231, 78.0)
(65.95163499524887, 72.0)
(67.24663985674518, 88.0)
(66.4312283896333, 45.0)
(66.49079245146262, 67.0)
(69.48029217534508, 59.0)
(69.30262695644036, 73.0)
(72.89187516494918, 79.0)
(67.94189623361513, 97.0)
(69.4998045404271, 90.0)
(79.55278042400161, 61.0)
(75.7355456340081, 67.0)
(64.75419195916265, 53.0)
(63.615286018322514, 46.0)
(66.50106211729528, 98.0)
(64.01785691896214, 36.0)
(66.89541728526878, 64.0)
(64.60938967092238, 50.0)
(65.7575383110119, 43.0)
(68.65769194215036, 60.0)
(63.165474654852744, 39.0)
(68.99145608171126, 70.0)
(66.1693519109009, 65.0)
(78.29063849316975, 91.0)
(72.65464588421513, 96.0)
(69.17117523378252, 78.0)
(74.31525084935355, 93.0)
(77.25956404357237, 74.0)
(62.43324748098527, 52.0)
(68.68131217356544, 65.0)
(64.00553331996296, 64.0)
(76.07341763990206, 88.0)
(65.34983257745597, 57.0)
(98.32675653265679, 90.0)
(69.29133032402446, 63.0)
(67.39452304473524, 93.0)
(69.23895502827797, 75.0)
(70.72497567426146, 67.0)
(69.31803145518933, 51.0)
(66.54522168037565, 45.0)
(66.57911157762337, 77.0)
(71.00020271857629, 66.0)
(65.05920103439216, 69.0)
(69.65898436083307, 47.0)
(78.73428805713993, 59.0)
(63.315411776009334, 52.0)
(69.49877757384385, 64.0)
(72.86003920086799, 97.0)
(87.85272434994391, 93.0)
(67.54446016589183, 72.0)
(70.20122271679665, 63.0)
(69.81302934832273, 100.0)
(87.42550625130593, 80.0)
(71.2651600970585, 66.0)
(71.1552746726492, 62.0)
(69.60558209850333, 92.0)
(78.15199800442906, 68.0)
(66.84920378902189, 89.0)
(65.51825509711131, 62.0)
(70.66746554559865, 57.0)
(73.62204840565012, 65.0)
(77.35609890239921, 82.0)
(70.97760945374448, 47.0)
(60.90306727192143, 78.0)
(71.63384110045038, 79.0)
(65.54803712802598, 68.0)
(67.21685782583052, 95.0)
(85.25449889428515, 83.0)
(77.68986304196012, 90.0)
(71.24667469855973, 96.0)
(64.45431771684947, 30.0)
(67.17886006224973, 68.0)
(65.64970681976915, 73.0)
(62.53594413931171, 58.0)
(73.54091804557224, 72.0)
(69.21944266319595, 75.0)
(101.29674389145721, 89.0)
(64.11233784462245, 68.0)
(66.64278350578576, 63.0)
(65.47512250061422, 67.0)
(68.27052554025971, 86.0)
(75.01564205913981, 90.0)
(70.51033965835921, 65.0)
(107.06726912281947, 90.0)
(64.3844839891875, 63.0)
(62.028622647179134, 90.0)
(65.52236296344437, 48.0)
(82.06987551958248, 91.0)
(74.0400238050387, 69.0)
(78.83903864863291, 64.0)
(65.13827746130352, 84.0)
(77.30269664006947, 92.0)
(66.05022378724223, 67.0)
(69.7072517902465, 60.0)
(68.20890754526386, 59.0)
(66.3275047647236, 62.0)
(66.39528455921905, 80.0)
(65.55214499435904, 50.0)
(70.50828572519268, 85.0)
(83.57951639698103, 71.0)
(66.39323062605251, 72.0)
(72.76966614154072, 72.0)
(71.8751782475175, 52.0)
(67.2836106537427, 80.0)
(69.30365392302363, 63.0)
(68.01994569394321, 67.0)
(69.6384450291678, 68.0)
(65.07460553314112, 59.0)
(66.09951818323893, 52.0)
(82.48066215288821, 99.0)
(69.66514616033267, 67.0)
(64.92980324490085, 91.0)
(66.92828021593323, 50.0)
(69.04177744429123, 78.0)
(66.38398792680314, 75.0)
(70.53704078952408, 82.0)
(68.56013011674025, 83.0)
(66.90774088426795, 49.0)
(102.2210138163951, 99.0)
(62.21347663216671, 99.0)
