(54.17013167822934, 34.0)
(56.054581574143434, 70.0)
(55.81902533715417, 48.0)
(55.54420972733337, 48.0)
(56.68273153944813, 69.0)
(55.54420972733337, 46.0)
(56.17235969263806, 75.0)
(54.95531913486021, 67.0)
(55.46569098167028, 59.0)
(54.91605976202867, 61.0)
(57.467918996079, 79.0)
(56.68273153944813, 49.0)
(55.50495035450182, 50.0)
(56.133100319806516, 51.0)
(54.91605976202867, 48.0)
(56.17235969263806, 73.0)
(56.133100319806516, 46.0)
(56.48643467529041, 51.0)
(58.48866268969913, 93.0)
(55.70124721865954, 59.0)
(56.525694048121956, 58.0)
(56.76125028511122, 46.0)
(58.056809588552156, 58.0)
(57.742734605899805, 42.0)
(56.604212793785045, 50.0)
(56.87902840360585, 76.0)
(55.661987845827994, 50.0)
(56.133100319806516, 68.0)
(57.31088150475283, 24.0)
(57.78199397873135, 66.0)
(54.17013167822934, 58.0)
(55.740506591491084, 46.0)
(55.740506591491084, 43.0)
(55.661987845827994, 46.0)
(55.661987845827994, 70.0)
(55.77976596432263, 34.0)
(55.15161599901793, 57.0)
(54.994578507691756, 54.0)
(56.72199091227967, 40.0)
(54.87680038919712, 68.0)
(55.70124721865954, 65.0)
(56.211619065469606, 98.0)
(57.38940025041592, 26.0)
(57.585697114573634, 36.0)
(55.976062828480345, 54.0)
(56.91828777643739, 61.0)
(56.01532220131189, 26.0)
(56.5649534209535, 51.0)
(58.29236582554142, 45.0)
(56.91828777643739, 63.0)
(56.01532220131189, 62.0)
(56.99680652210048, 37.0)
(55.38717223600719, 45.0)
(58.29236582554142, 51.0)
(55.77976596432263, 68.0)
(56.32939718396424, 84.0)
(57.07532526776357, 51.0)
(51.932347426831356, 59.0)
(56.32939718396424, 85.0)
(57.742734605899805, 71.0)
(56.5649534209535, 65.0)
(56.64347216661658, 71.0)
(56.99680652210048, 53.0)
(57.03606589493202, 63.0)
(55.26939411751256, 100.0)
(56.80050965794276, 74.0)
(56.32939718396424, 37.0)
(54.79828164353404, 58.0)
(56.133100319806516, 60.0)
(55.308653490344106, 52.0)
(57.93903147005753, 72.0)
(57.86051272439444, 34.0)
(57.66421586023672, 57.0)
(56.68273153944813, 44.0)
(56.368656556795784, 62.0)
(56.5649534209535, 42.0)
(57.07532526776357, 76.0)
(54.71976289787095, 41.0)
(56.44717530245887, 56.0)
(54.71976289787095, 54.0)
(55.50495035450182, 53.0)
(55.23013474468102, 64.0)
(57.23236275908974, 48.0)
(57.35014087758437, 48.0)
(56.133100319806516, 63.0)
(55.347912863175644, 44.0)
(55.62272847299646, 35.0)
(56.09384094697498, 67.0)
(55.54420972733337, 62.0)
(56.25087843830115, 47.0)
(54.56272540654477, 51.0)
(55.583469100164905, 77.0)
(55.9368034556488, 57.0)
(56.40791592962732, 58.0)
(55.81902533715417, 58.0)
(56.211619065469606, 56.0)
(55.583469100164905, 41.0)
(55.85828470998571, 72.0)
(57.35014087758437, 67.0)
(56.525694048121956, 45.0)
(55.54420972733337, 53.0)
(56.76125028511122, 43.0)
(55.42643160883873, 56.0)
(56.76125028511122, 51.0)
(58.68495955385686, 63.0)
(55.583469100164905, 64.0)
(56.40791592962732, 74.0)
(56.17235969263806, 80.0)
(57.899772097225984, 56.0)
(59.116812655003834, 57.0)
(55.77976596432263, 49.0)
(54.601984779376316, 63.0)
(55.897544082817255, 42.0)
(56.25087843830115, 53.0)
(56.839769030774306, 66.0)
(55.740506591491084, 76.0)
(57.23236275908974, 53.0)
(56.211619065469606, 65.0)
(57.31088150475283, 59.0)
(57.38940025041592, 46.0)
(54.17013167822934, 69.0)
(56.40791592962732, 43.0)
(56.09384094697498, 10.0)
(56.525694048121956, 84.0)
(57.585697114573634, 81.0)
(55.70124721865954, 56.0)
(60.60866882260249, 33.0)
(57.428659623247455, 39.0)
(57.03606589493202, 78.0)
(56.91828777643739, 66.0)
(54.523466033713234, 46.0)
(58.9990345365092, 54.0)
(56.95754714926893, 71.0)
(57.978290842889066, 66.0)
(57.467918996079, 63.0)
(58.60644080819377, 54.0)
(56.40791592962732, 81.0)
(59.31310951916155, 34.0)
(57.86051272439444, 57.0)
(58.88125641801457, 31.0)
(56.99680652210048, 59.0)
(57.31088150475283, 64.0)
(57.27162213192128, 35.0)
(56.01532220131189, 55.0)
(56.133100319806516, 63.0)
(56.68273153944813, 68.0)
(57.35014087758437, 56.0)
(58.724218926688394, 87.0)
(55.77976596432263, 53.0)
(57.507178368910544, 51.0)
(58.44940331686759, 45.0)
(55.26939411751256, 53.0)
(58.25310645270987, 58.0)
(57.585697114573634, 49.0)
(57.978290842889066, 48.0)
(55.81902533715417, 51.0)
(57.31088150475283, 53.0)
(56.368656556795784, 75.0)
(58.135328334215245, 37.0)
(59.74496262030853, 83.0)
(56.64347216661658, 62.0)
(57.15384401342665, 53.0)
(55.740506591491084, 55.0)
(56.99680652210048, 49.0)
(56.25087843830115, 47.0)
(54.366428542387055, 35.0)
(54.79828164353404, 40.0)
(56.839769030774306, 77.0)
(58.724218926688394, 44.0)
(55.50495035450182, 54.0)
(60.17681572145551, 66.0)
(56.72199091227967, 63.0)
(53.97383481407162, 43.0)
(57.428659623247455, 48.0)
(56.604212793785045, 63.0)
(56.5649534209535, 47.0)
(55.62272847299646, 36.0)
(54.601984779376316, 38.0)
(55.897544082817255, 45.0)
(56.76125028511122, 53.0)
(54.994578507691756, 29.0)
(55.50495035450182, 65.0)
(53.30642547593538, 50.0)
(58.21384707987833, 37.0)
(59.352368891993095, 79.0)
(59.509406383319266, 95.0)
(59.70570324747699, 65.0)
(54.05235355973471, 53.0)
(54.994578507691756, 65.0)
(57.27162213192128, 36.0)
(54.17013167822934, 67.0)
(54.523466033713234, 46.0)
(58.724218926688394, 72.0)
(56.99680652210048, 38.0)
(57.31088150475283, 45.0)
(57.38940025041592, 40.0)
(59.82348136597162, 45.0)
(56.95754714926893, 31.0)
(57.821253351562895, 73.0)
